step,tokens,train_loss,loss_copy1,loss_copy2,top_score,top5_mean,prev_top,prev_top5
17408,285212672,2.59,13.761763572692871,13.166036605834961,0.059816133230924606,0.032361991703510284,0.5308763980865479,0.27195194363594055
17664,289406976,2.5777,13.750163078308105,13.14847183227539,0.0577564500272274,0.03241410478949547,0.5305870771408081,0.27243301272392273
17920,293601280,2.5792,13.626249313354492,13.093457221984863,0.059901826083660126,0.03253202885389328,0.5341527462005615,0.2716103494167328
18176,297795584,2.577,13.928585052490234,13.265127182006836,0.05802696943283081,0.031944967806339264,0.5356472134590149,0.27224424481391907
18432,301989888,2.5741,13.725990295410156,13.062411308288574,0.06384242326021194,0.0347413495182991,0.5344159007072449,0.27219367027282715
18688,306184192,2.5656,13.748451232910156,13.067155838012695,0.06317619979381561,0.03391042724251747,0.5374813079833984,0.2739066481590271
18944,310378496,2.5626,13.736112594604492,13.116876602172852,0.06594473123550415,0.03421362489461899,0.5382764339447021,0.27516794204711914
19200,314572800,2.5562,13.953520774841309,13.31805419921875,0.06189799681305885,0.03363633155822754,0.5381917953491211,0.2736656665802002
19456,318767104,2.5537,13.695638656616211,13.074424743652344,0.06442476063966751,0.03446822613477707,0.5399103760719299,0.2764665484428406
19712,322961408,2.5487,13.638213157653809,13.000934600830078,0.06066196411848068,0.03244592621922493,0.5396333336830139,0.2746967077255249
19968,327155712,2.5525,13.701282501220703,13.06854248046875,0.0632474422454834,0.033649131655693054,0.5388922691345215,0.2770940065383911
20224,331350016,2.5526,13.750770568847656,13.2078218460083,0.06156240403652191,0.033264219760894775,0.5369817018508911,0.2754841446876526
20480,335544320,2.5383,13.946311950683594,13.288060188293457,0.06357946991920471,0.033464375883340836,0.5356063842773438,0.27387839555740356
20736,339738624,2.5432,13.707633972167969,13.140445709228516,0.06008238345384598,0.03283744305372238,0.5360118746757507,0.2775052487850189
20992,343932928,2.5409,13.789664268493652,13.211075782775879,0.06152275577187538,0.03319726511836052,0.5368323922157288,0.27424705028533936
21248,348127232,2.5299,13.729039192199707,13.157052993774414,0.06189996749162674,0.033398084342479706,0.5420685410499573,0.27710288763046265
21504,352321536,2.5301,13.846278190612793,13.213434219360352,0.06338466703891754,0.03386933356523514,0.5416094064712524,0.27525490522384644
21760,356515840,2.5369,13.853209495544434,13.285381317138672,0.06315109133720398,0.03402428701519966,0.5394248962402344,0.275634765625
22016,360710144,2.5236,13.851156234741211,13.229693412780762,0.06305474787950516,0.03396490961313248,0.540115237236023,0.27541884779930115
22272,364904448,2.5347,13.752264976501465,13.097567558288574,0.06544263660907745,0.03446854650974274,0.5402020215988159,0.2794700562953949
22528,369098752,2.5186,13.79284954071045,13.047320365905762,0.06281277537345886,0.03331074118614197,0.5422828197479248,0.2781652808189392
22784,373293056,2.5215,13.687268257141113,12.992286682128906,0.06387370824813843,0.0337834507226944,0.5371772646903992,0.27543073892593384
23040,377487360,2.5009,13.698135375976562,13.023843765258789,0.06515346467494965,0.03368847817182541,0.5407888293266296,0.2774009704589844
23296,381681664,2.5175,13.6987943649292,13.064081192016602,0.062044255435466766,0.03258473426103592,0.537761926651001,0.27522599697113037
23552,385875968,2.5001,13.795903205871582,13.02849006652832,0.0655016303062439,0.03473157063126564,0.5388175845146179,0.2764858305454254
23808,390070272,2.5034,13.757019996643066,13.145308494567871,0.06495199352502823,0.03395037725567818,0.5384368896484375,0.27730464935302734
24064,394264576,2.5103,13.820268630981445,13.137430191040039,0.06328963488340378,0.033613525331020355,0.5407776832580566,0.2767840027809143
24320,398458880,2.5024,13.683826446533203,13.033306121826172,0.06734409928321838,0.034978609532117844,0.5411850810050964,0.27851131558418274
24576,402653184,2.4998,13.730520248413086,13.032652854919434,0.06310628354549408,0.033730290830135345,0.5389198660850525,0.27775824069976807
24832,406847488,2.4998,13.722932815551758,13.00540542602539,0.0627228170633316,0.0338432751595974,0.5404633283615112,0.277556836605072
25088,411041792,2.4891,13.749939918518066,13.044190406799316,0.06481780111789703,0.03415312245488167,0.53807532787323,0.27660614252090454
25344,415236096,2.4932,13.698124885559082,13.007698059082031,0.0635322779417038,0.03369728848338127,0.5376408100128174,0.2746315002441406
25600,419430400,2.4977,13.78398323059082,13.074657440185547,0.06394447386264801,0.03461460396647453,0.5370329022407532,0.27614927291870117
25856,423624704,2.4886,13.735315322875977,12.997359275817871,0.06456448137760162,0.034562848508358,0.5385637283325195,0.2782003879547119
26112,427819008,2.4856,13.709587097167969,13.01089096069336,0.06409117579460144,0.0338297113776207,0.5385035276412964,0.278522253036499
26368,432013312,2.4843,13.780850410461426,13.127704620361328,0.06332585960626602,0.033995404839515686,0.5386693477630615,0.27822405099868774
26624,436207616,2.4906,13.645038604736328,12.980473518371582,0.06268537789583206,0.03335190564393997,0.5371363759040833,0.27767884731292725
26880,440401920,2.4943,13.645401954650879,12.934473037719727,0.06204184889793396,0.0333719477057457,0.5383670330047607,0.27709341049194336
27136,444596224,2.4834,13.76983642578125,13.104177474975586,0.060917697846889496,0.03302920609712601,0.5360308289527893,0.27643460035324097
