step,tokens,train_loss,loss_copy1,loss_copy2,top_score,top5_mean,prev_top,prev_top5
13824,226492416,3.9275,11.067192077636719,0.9395390152931213,0.9349491596221924,0.38318589329719543,0.5007615685462952,0.36735308170318604
14080,230686720,3.9217,11.065962791442871,0.991686999797821,0.9362853765487671,0.3844534456729889,0.5058782696723938,0.3724738657474518
14336,234881024,3.8972,11.037121772766113,1.0912052392959595,0.9231635928153992,0.37964874505996704,0.4979347586631775,0.36473068594932556
14592,239075328,3.8753,11.056537628173828,0.9366296529769897,0.9299636483192444,0.3843468129634857,0.5048935413360596,0.371371328830719
14848,243269632,3.8895,11.081482887268066,0.8196508884429932,0.9516718983650208,0.39106908440589905,0.4977048337459564,0.36506080627441406
15104,247463936,3.8912,11.056163787841797,0.9696371555328369,0.9150682687759399,0.37338200211524963,0.49184131622314453,0.3624052405357361
15360,251658240,3.8786,11.0520658493042,0.9357694387435913,0.937119722366333,0.38430875539779663,0.4809558093547821,0.3543788492679596
15616,255852544,3.8673,11.049110412597656,0.8849291205406189,0.9341861009597778,0.38540133833885193,0.49015378952026367,0.3615197539329529
15872,260046848,3.8709,11.055545806884766,0.9289411306381226,0.9419586658477783,0.38668113946914673,0.49152129888534546,0.35968416929244995
16128,264241152,3.8692,11.1278657913208,0.8808425068855286,0.9357855319976807,0.38466876745224,0.4901973009109497,0.3592028021812439
16384,268435456,3.8687,11.045838356018066,0.8814590573310852,0.9326825141906738,0.38395190238952637,0.49750927090644836,0.3673010766506195
16640,272629760,3.8591,11.058930397033691,0.8689262270927429,0.9455139636993408,0.38934242725372314,0.4861387610435486,0.35556846857070923
16896,276824064,3.8573,11.073280334472656,0.8901384472846985,0.9392257928848267,0.38589367270469666,0.4811151623725891,0.35439708828926086
17152,281018368,3.8459,11.088127136230469,0.9095326066017151,0.9394530653953552,0.38603970408439636,0.4778894782066345,0.3529343008995056
17408,285212672,3.8442,11.074201583862305,0.8722562193870544,0.9310730695724487,0.3845584988594055,0.4801461696624756,0.3544977307319641
17664,289406976,3.8522,11.067707061767578,0.8714028000831604,0.9382414817810059,0.38574832677841187,0.47722572088241577,0.35107794404029846
17920,293601280,3.8343,11.073225975036621,0.9212005138397217,0.9134917259216309,0.37501803040504456,0.46487584710121155,0.3433411717414856
18176,297795584,3.8274,11.058539390563965,0.8832141160964966,0.9427125453948975,0.3883422315120697,0.4751679301261902,0.34895890951156616
18432,301989888,3.8285,11.039881706237793,0.8797025084495544,0.9362389445304871,0.38560250401496887,0.46054473519325256,0.3424000144004822
18688,306184192,3.815,11.055204391479492,0.8822335004806519,0.9250436425209045,0.38165155053138733,0.46187663078308105,0.34224292635917664
18944,310378496,3.8185,11.032243728637695,0.8287522792816162,0.9244076013565063,0.379864901304245,0.4589599668979645,0.3421717584133148
19200,314572800,3.8159,11.06005859375,0.9243003726005554,0.9173129796981812,0.3759237825870514,0.4629391133785248,0.34347131848335266
19456,318767104,3.8212,11.041817665100098,0.8088604211807251,0.9293882846832275,0.38146987557411194,0.4534873068332672,0.33800196647644043
19712,322961408,3.7833,11.077796936035156,0.8510472178459167,0.9360826015472412,0.38594749569892883,0.4654903709888458,0.3445722460746765
19968,327155712,3.7866,11.070992469787598,0.8842030167579651,0.9316795468330383,0.3841250538825989,0.4569658935070038,0.34044402837753296
20224,331350016,3.794,11.086008071899414,0.7693517804145813,0.9353032112121582,0.38486531376838684,0.46630391478538513,0.34675946831703186
20480,335544320,3.7984,11.059317588806152,0.808746337890625,0.9403893947601318,0.38648003339767456,0.45733773708343506,0.34258779883384705
20736,339738624,3.7688,11.075886726379395,1.005336046218872,0.9075994491577148,0.37287989258766174,0.46278777718544006,0.34432917833328247
20992,343932928,3.7616,11.06209659576416,0.8578818440437317,0.9159460067749023,0.3775656819343567,0.4560439884662628,0.3403452932834625
21248,348127232,3.7714,11.096924781799316,0.8010175824165344,0.9361979365348816,0.3838306963443756,0.45251065492630005,0.33813613653182983
21504,352321536,3.7598,11.097024917602539,0.9537282586097717,0.8999810218811035,0.3686947226524353,0.45106834173202515,0.3372311592102051
21760,356515840,3.7689,11.062707901000977,0.8101890683174133,0.9362598657608032,0.38527795672416687,0.44561609625816345,0.3343375325202942
22016,360710144,3.7631,11.06954288482666,0.7963514924049377,0.9330521821975708,0.383503794670105,0.45025667548179626,0.3386104702949524
22272,364904448,3.7498,11.068055152893066,0.8695277571678162,0.9177310466766357,0.3774288296699524,0.44303128123283386,0.3331682085990906
22528,369098752,3.7603,11.092769622802734,0.8151297569274902,0.9285265207290649,0.38261184096336365,0.4483748972415924,0.336750328540802
22784,373293056,3.7387,11.073070526123047,0.8354278802871704,0.91120445728302,0.3740650415420532,0.45319053530693054,0.33911579847335815
23040,377487360,3.7466,11.0703125,0.8675965666770935,0.9334666728973389,0.38413721323013306,0.44550949335098267,0.3339686989784241
23296,381681664,3.7551,11.065986633300781,0.898240864276886,0.9243262410163879,0.3814731240272522,0.44853097200393677,0.33784404397010803
23552,385875968,3.7407,11.058052062988281,0.8261212110519409,0.9393552541732788,0.38580000400543213,0.4351544976234436,0.3280244469642639
23808,390070272,3.7196,11.101204872131348,0.8181247711181641,0.9119666218757629,0.37538573145866394,0.44029635190963745,0.33203551173210144
24064,394264576,3.731,11.096670150756836,0.7897717356681824,0.9232168197631836,0.38087189197540283,0.4397711157798767,0.33101001381874084
24320,398458880,3.7174,11.084321022033691,0.8748541474342346,0.9266303181648254,0.37997767329216003,0.4315536320209503,0.32601362466812134
24576,402653184,3.7062,11.084699630737305,0.8523009419441223,0.9314531087875366,0.38218021392822266,0.4424879252910614,0.33418506383895874
24832,406847488,3.7093,11.09110164642334,0.7999519109725952,0.9260883331298828,0.3803104758262634,0.4394499659538269,0.3321673274040222
25088,411041792,3.6994,11.052803039550781,0.7447752356529236,0.9296222925186157,0.38295501470565796,0.42956528067588806,0.32536548376083374
25344,415236096,3.7212,11.079452514648438,0.7995936870574951,0.9319098591804504,0.3833036422729492,0.438260942697525,0.3298150300979614
25600,419430400,3.6892,11.090303421020508,0.8461058139801025,0.9161124229431152,0.3774941861629486,0.4267401099205017,0.3229129910469055
25856,423624704,3.7132,11.064037322998047,0.7932687997817993,0.9037594199180603,0.3721182346343994,0.42937517166137695,0.32566872239112854
26112,427819008,3.7078,11.07446002960205,0.7790119647979736,0.9238429665565491,0.3809221386909485,0.42546913027763367,0.32362326979637146
26368,432013312,3.6983,11.084900856018066,0.7554463148117065,0.9184255599975586,0.37854820489883423,0.4249024987220764,0.3236737847328186
26624,436207616,3.6887,11.077644348144531,0.7907643914222717,0.8924362659454346,0.3680158257484436,0.41744351387023926,0.3181995451450348
26880,440401920,3.6792,11.054102897644043,0.816398024559021,0.8887788653373718,0.36705389618873596,0.42234742641448975,0.32279014587402344
27136,444596224,3.6784,11.044055938720703,0.819861888885498,0.9000633955001831,0.37032079696655273,0.4137948751449585,0.31735652685165405
27392,448790528,3.6801,11.064608573913574,0.7915878891944885,0.9253516793251038,0.38005679845809937,0.42271220684051514,0.32260388135910034
27648,452984832,3.6673,11.077462196350098,0.7351065278053284,0.9250243306159973,0.37994861602783203,0.41693010926246643,0.318664014339447
27904,457179136,3.6812,11.07861042022705,0.7462384104728699,0.9266743659973145,0.3801604211330414,0.41787391901016235,0.3197489082813263
28160,461373440,3.6771,11.081393241882324,0.7029456496238708,0.9206568002700806,0.37924912571907043,0.409993439912796,0.3146975040435791
28416,465567744,3.698,11.075021743774414,0.7658231854438782,0.9098198413848877,0.3748207688331604,0.4126911163330078,0.31720390915870667
28672,469762048,3.6873,11.069929122924805,0.7665414214134216,0.8853926658630371,0.3639572858810425,0.41167110204696655,0.3170031011104584
28928,473956352,3.6866,11.088704109191895,0.6951767206192017,0.9272030591964722,0.3811376988887787,0.41577237844467163,0.31936115026474
29184,478150656,3.6689,11.070510864257812,0.7459533214569092,0.8995254039764404,0.3708062767982483,0.40866518020629883,0.3156425356864929
29440,482344960,3.6827,11.068395614624023,0.7789478302001953,0.9074239730834961,0.37467312812805176,0.412477046251297,0.31713980436325073
29696,486539264,3.6935,11.052160263061523,0.7976998090744019,0.904897928237915,0.3727295994758606,0.40834784507751465,0.31429988145828247
29952,490733568,3.6513,11.065276145935059,0.7638571262359619,0.9087041616439819,0.3740370571613312,0.4100005626678467,0.31579211354255676
30000,491520000,3.6609,11.071207046508789,0.7184327840805054,0.9166886806488037,0.3782311677932739,0.40587180852890015,0.3130161166191101
